id,firm,date_review,job_title,location,overall_rating,headline,pros,cons
613038,Novotel-Hotels,20/02/2020, Shift Engineer,Sydney,4,Nice team,"Really great team to work with, a fun environment and good conditions",Nothing that I can recall
613039,Novotel-Hotels,02/03/2020, Food Server,"Orchard, ",5,Good Company to work for,Better pay compared to other hotels,"Hygiene can be improved, especially in the kitchen,"
613040,Novotel-Hotels,03/03/2020, Hk Team Leader,North GuwÄhÄti,1,If you are not Bengali or Assamese than it's not good place to work.,There is no good reason to work here.,"Not good place to work, I can't write all the details here. But honestly it's not good place to work."
613041,Novotel-Hotels,04/03/2020, Anonymous Employee,Sydney,3,its ok,depends on what dept. you work,people and managers sometimes arent pleasant people to work with
613042,Novotel-Hotels,11/03/2020, Reservation Agent,Wan Chai,3,Reservation Agent,"Friendly environment, supervisors are willing to teach junior staff","Long working hours, low salary"
613043,Novotel-Hotels,11/03/2020, Team Member,"Leeds, England, England",3,"Stable employment, you get what you give","The company is big, so the chances they'll go out of business are low, ok progression plan","Basic pay, zero-hours contract, sometimes bad staff treatment"
613044,Novotel-Hotels,02/04/2020, Sales Manager,,1,-,You will get external connection,Low pay and unstable industry
613045,Novotel-Hotels,09/05/2020, Food and Beverage Manager,"Medan, North Sumatra, North Sumatra",4,I meet the kindest Person,"I meet the kindest person He's the general manager. The person that never gives up or look down on any of his staff, he's also a person who is kind and generous giving good advice and encourage his staf to strive better. If i still have the chance to work there i would go back.",The hotel is a little bit old.
613046,Novotel-Hotels,20/05/2020, Front Office Assistant,Kuala Lumpur,4,Friendly staff,"Friendly staff, food provided, fun environment","Low wage, lack of staff"
613047,Novotel-Hotels,20/05/2020, Revenue Analyst,Kuala Lumpur,4,Revenue Analyst,Work culture and office environment,Workload are based on season wise
613048,Novotel-Hotels,04/06/2020, Event Coordinator,"SÃ£o Paulo, SÃ£o Paulo, SÃ£o Paulo",5,Great experiece,"Friendly staff, benefits, career opportunities, strong values and culture","low salary, far from home"
613049,Novotel-Hotels,05/06/2020, Assistant Manager,"Wellington, Wellington",3,"Good for a while, not for a long time",Easy to get promotions within the company. Easy to travel with the company and change location.,Hospitality in general is taking a hit bit accor is now dropping all the employee benefits which sucks
613050,Novotel-Hotels,06/06/2020, Waiter,Moscow,4,Experience in novotel Hotel is to work good and carefully to the conditions of different clients!,"I like to give service to the people
I like to share experience with different peoples 
I like  challenges, that's why I would like to work with different people with different characters.
I become happy when I see that all people well served because of my contributions.","To be kind to all
To be patient when some one told you badly
To be careful and check if all are served!
To convince people is this goog than this!"
613051,Novotel-Hotels,21/06/2020, Front Desk Associate,Bangalore,2,Front desk associate,Good learning experience from some of the people.,"Managers are very rude. Bad behaviour, bad salaries, no value for staff, long working hours (14-15hrs a day)"
613052,Novotel-Hotels,28/06/2020, Reservations Agent,Singapore,5,OTS; Central,"Learning experience, Wonderful colleagues, Supportive boss",Time management difficult with wise range of responsibilities
613053,Novotel-Hotels,29/06/2020, Front Desk,Ta-tung-ching-tzu,5,Supportive Team,Supportive team and Respectful workmates,Limited career ladder for Foreign Staff
613054,Novotel-Hotels,29/06/2020, Guest Service Agent,"Ottawa, ON",3,Good starting job,"- good pay for student
- flexible hours
- a lot to learn","- dealing with irate customers
- bad manager"
613055,Novotel-Hotels,04/07/2020, Bar Manager,"London, England, England",3,good hotel chain,flexibility at work with good life balance,low salary compared to skills required
613056,Novotel-Hotels,10/07/2020, Sous Chef,Amsterdam,5,Great place to work awesome team.,"Great team
Good Benefits
Good staff programmes",There were no cons this is a great place to work.
613057,Novotel-Hotels,23/07/2020, Server/Waiter,Canberra,4,Fair,It was a decent workplace with decent wages,You have to work some late nights sometimes
613058,Novotel-Hotels,03/08/2020, Anonymous Employee,Madrid,4,commin cheff,"i was good working area, the staff was amazing.","the salary it wasnt good, something they had you working extra hours, they expect you to do more then what you are pay for."
613059,Novotel-Hotels,07/08/2020, Housekeeping,Singapore,5,Great place to work at,Great place to work at,Everything is great at novotel
613060,Novotel-Hotels,12/08/2020, Guest Service Agent,"Mississauga, ON",4,Family-like culture. Emphasis on Teamwork. Fast-paced environment.,Fast-paced environment. Free work lunches. Collaborative work goals.,Minimum use of Hotel perks. Unionized environment means set wages.
613061,Novotel-Hotels,16/08/2020," Associate Director, Learning & Development",HyderÄbÄd,5,NHCC and HICC,"Amazing landscaping. Good Hotel. Great team. Many outlets. 
Good employee benefits. Nice heart of the house facilities.","Partiality by Talent & Culture department.
When GM changes, the policy changes."
613062,Novotel-Hotels,30/08/2020, Chief Engineer,Jakarta,4,"Overall responsibility for entire Facility relative to Maintenance, Landscape and Engineering","Nice system Management to follow, but should have supported all the time from Financial","Should ready anytime, with available knowledge of IT system"
613063,Novotel-Hotels,03/09/2020, Reservation Agent,"Christchurch, Canterbury",2,Poor management,Staff meal and discounts and but nothing else,Poor pay for the amount of work. Always short staffed
613064,Novotel-Hotels,10/09/2020, Front Desk Receptionist,"London, England, England",4,Good company to start your career,"Good training, nice environment and room to growth within the company","As most of the hospitality jobs, the salary"
613065,Novotel-Hotels,10/09/2020, Sales BDM,"London, England, England",5,Great Global Company,Great company to work for.,Long and unsocial hours sometimes.
613066,Novotel-Hotels,12/09/2020, Guest Service Agent,,3,Tiring,Dont have to wash my own uniform,Staff food is not fresh
613067,Novotel-Hotels,23/09/2020, Food and Beverage Attendant,Canberra,3,Food and Beverage Attendant - novotel,"flexible hours, nice friendly staff",limited opportunities to grow your career
613068,Novotel-Hotels,30/09/2020, Management,"Manila, Manila, Manila",3,Great,"Career Development
Work life balance
Nice environment",Pandemic took a toll so the owner decided to temporary close the hotel
613069,Novotel-Hotels,06/10/2020, Receptionist,Sydney,3,Lack of training,Covered by Accor brand and benefits,Local management do not care and lack basic hotelier experience
613070,Novotel-Hotels,12/10/2020, Guest Service Agent,Sydney,5,Great company,"Great culture, great management, fun social events, fun work.",can be low pay but get more throughout the years
613071,Novotel-Hotels,12/10/2020, Maintenance and facility manager,"Coventry, England, England",5,Good place to work,"Flexible 
Work life balance 
Good management","Pay too low 
No bonus"
613072,Novotel-Hotels,15/10/2020, Receptionist,"Leeds, England, England",4,Good company,"Great team and management, good staff perks","Can't think of any, great opportunity"
613073,Novotel-Hotels,16/10/2020, Meetings and Events Administrator,"Leeds, England, England",4,"Company first always, but generally fine","Lunch provided
National loving wage standard","No in-house HR
Upper management stuck in their ways
Not much room for growth or internal development"
613074,Novotel-Hotels,19/10/2020, Assistant Director of Sales,Bangkok,4,Good place to work,They have good teamwork and effective management,They have limited flexibility as they need to follow fixed process
613075,Novotel-Hotels,19/10/2020, Associate,North Goa,2,Avg .Company,Just a well renowned company,Need to look after the Employee policies and Pay scale No work life balance
613076,Novotel-Hotels,19/10/2020, Student,"Edinburgh, Scotland, Scotland",4,Would recommend,"friendly, fast paced, interesting, accomadating","pay, repetitive, no other complaints"
613077,Novotel-Hotels,20/10/2020, Senior Accountant,Bangyok,5,Good,Given good opportunity for my cariear opportunity.,"Healthy work environment. 
Work like balance"
613078,Novotel-Hotels,21/10/2020, Reception,,3,Good training,Can get discounts from other Accor hotels,Low salary and benefits compare to other industry
613079,Novotel-Hotels,21/10/2020, Reservation Supervisor,"Surabaya, East Java, East Java",3,-,"salary, career development, and idk",Working hours and the environment
613080,Novotel-Hotels,21/10/2020, Sales Coordinator,Singapore,4,Not a bad place,Great colleagues that are willing to guide and teach.,Old computers very slow email
