id,firm,date_review,job_title,location,overall_rating,headline,pros,cons,reviewText,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Sentiment
705504,Radisson-Hotel-Group,04/10/2016, ,,5,Culture,"Good to work
good team as they will provide you all assistance when you need",Nothing as such.. everyting is good,"Culture Good to work
good team as they will provide you all assistance when you need Nothing as such.. everyting is good",0.006828787,0.064736865,0.9284344,Positive Sentiment
705505,Radisson-Hotel-Group,05/10/2016, Manager,Location,3,Average,"Exposure to international brand and opportunity to learn new skills, grow in the industry in a developing market for hospitality","Brand apathy to staff welfare, no structured training and development programme, very low pay for lower cadre staff","Average Exposure to international brand and opportunity to learn new skills, grow in the industry in a developing market for hospitality Brand apathy to staff welfare, no structured training and development programme, very low pay for lower cadre staff",0.2606232,0.5346845,0.2046923,Neutral Sentiment
705506,Radisson-Hotel-Group,10/10/2016, ,"London, England, England",1,reception,is good if this is for first job,"salary is very low
no a very good project","reception is good if this is for first job salary is very low
no a very good project",0.026802337,0.1585265,0.81467116,Positive Sentiment
705507,Radisson-Hotel-Group,19/11/2016, Hk Supervisor,Dhaka,5,Housekeeping shift leader,Right now i am working at radisson blu chittagong bangladesh as a housekeeping shift leader,I was a Associate Dhaka regency hotel  bangladesh as a housekeeping Room attendent,Housekeeping shift leader Right now i am working at radisson blu chittagong bangladesh as a housekeeping shift leader I was a Associate Dhaka regency hotel  bangladesh as a housekeeping Room attendent,0.022331232,0.9366044,0.041064356,Neutral Sentiment
705508,Radisson-Hotel-Group,08/12/2016, Anonymous Employee,Astana,4,Radisson,"nice new facility, stable company",located in the old part of Astana,"Radisson nice new facility, stable company located in the old part of Astana",0.002328583,0.08140246,0.91626894,Positive Sentiment
705509,Radisson-Hotel-Group,10/12/2016, Front Office Agent,Bratislava,4,Front Desk Agent,"great team, great direct manager... shift changes as needed... dining in hotel.. ability to provide excellent service","poor top management (owners), absolute inadequate salary for regular employees, hotel needed reconstruction, expensive parking place","Front Desk Agent great team, great direct manager... shift changes as needed... dining in hotel.. ability to provide excellent service poor top management (owners), absolute inadequate salary for regular employees, hotel needed reconstruction, expensive parking place",0.13206777,0.2890407,0.5788916,Positive Sentiment
705510,Radisson-Hotel-Group,14/12/2016, Housekeeping,New Delhi,5,I am Iyyappan I want housekeeping job,Radisson blu plaza hotel is my current training hotel so I like it.,I declare that all the information give above is true to the best of my knowledge and belief,I am Iyyappan I want housekeeping job Radisson blu plaza hotel is my current training hotel so I like it. I declare that all the information give above is true to the best of my knowledge and belief,0.002898511,0.073913544,0.9231879,Positive Sentiment
705511,Radisson-Hotel-Group,15/12/2016, Anonymous Employee,Dubai,5,As recepitionist,for better future  and good carrer,"nothing much 
to say...... mmmmmmmm","As recepitionist for better future  and good carrer nothing much 
to say...... mmmmmmmm",0.15640177,0.68527853,0.15831976,Neutral Sentiment
705512,Radisson-Hotel-Group,15/12/2016, F & B Supervisor,"Dublin, Dublin",4,"Lovely place to work, staff are excellent!","Staff are excellent, there is a real family feel and everyone works hard and as a team. Really super experience",Schedules changed at short notice,"Lovely place to work, staff are excellent! Staff are excellent, there is a real family feel and everyone works hard and as a team. Really super experience Schedules changed at short notice",0.002510186,0.008663817,0.9888259,Positive Sentiment
705513,Radisson-Hotel-Group,02/01/2017, Anonymous Employee,"Southend-on-Sea, England, England",1,Illegal practices,Not many at the moment,"Deducting till shortfalls from my salary without any permission, doctoring my time clock card hours and reducing the time and pay for hours I physically work For their Benefit and to cover poor management roster planning, or employment decisions.
Management team un-accessible and poor to follow up on employee concerns, welfare, expectations to work way after shift end to set up for next event or cover staff shortages","Illegal practices Not many at the moment Deducting till shortfalls from my salary without any permission, doctoring my time clock card hours and reducing the time and pay for hours I physically work For their Benefit and to cover poor management roster planning, or employment decisions.
Management team un-accessible and poor to follow up on employee concerns, welfare, expectations to work way after shift end to set up for next event or cover staff shortages",0.6925485,0.28613025,0.021321265,Negative Sentiment
705514,Radisson-Hotel-Group,18/01/2017, Server/Waiter,"Dublin, Dublin",4,Radisson Blu St. Helen's in Dublin,"Very friendly and helpful colleagues, efficient work environment",Too many coming and going managers caused a lot of miscommunication,"Radisson Blu St. Helen's in Dublin Very friendly and helpful colleagues, efficient work environment Too many coming and going managers caused a lot of miscommunication",0.06475308,0.23103029,0.70421666,Positive Sentiment
705515,Radisson-Hotel-Group,28/01/2017, Data Analyst,"London, England, England",3,Low development of human capital,"Good staff rate,  flexibility,  possibiliy to travel around the world in nice hotel at cheap price also for friends and family","No development, low salary increase, no sick day no benefit except staff rate in the hotel","Low development of human capital Good staff rate,  flexibility,  possibiliy to travel around the world in nice hotel at cheap price also for friends and family No development, low salary increase, no sick day no benefit except staff rate in the hotel",0.017497094,0.16021469,0.8222882,Positive Sentiment
